,Unnamed: 0.1,Unnamed: 0,ID,Rodada,Data,Casa,Fora,Gol_Casa,Gol_Fora,Escanteios_Casa,Escanteios_Fora,Cartao_Amarelo_Casa,Cartao_Amarelo_Fora,Cartao_Vermelho_Casa,Cartao_Vermelho_Fora,PrimeiroGol,Posse_De_Bola_Casa,Posse_De_Bola_Fora,AtaquePerigoso_Casa,AtaquePerigoso_Fora,Ataque_Casa,Ataque_Fora,Finalizacao_Gol_Casa,Finalizacao_Gol_Fora,Finalizacao_Casa,Finalizacao_Fora
117,117.0,118.0,2024-12Fortaleza ECPalmeiras,12,2024/06/26 21:30,Fortaleza EC,Palmeiras,3,0,3,8,2,2,0,0,10' - 1st Goal - Lucero (Fortaleza) -,32,68,21,46,72,143,6,7,6,10
118,118.0,119.0,2024-12JuventudeFlamengo,12,2024/06/26 20:00,Juventude,Flamengo,2,1,7,8,2,1,0,0,19' - 1st Goal - Pedro (Flamengo) - Shot,53,47,38,50,91,96,8,5,7,4
119,119.0,120.0,2024-12Atlético GOGrêmio,12,2024/06/26 20:00,Atlético GO,Grêmio,1,1,5,8,7,4,0,0,72' - 1st Goal - Felipe (Atletico GO) - Shot,49,51,55,56,106,87,5,4,11,7
120,120.0,121.0,2024-12CorinthiansCuiabá EC,12,2024/06/26 20:00,Corinthians,Cuiabá EC,1,1,13,1,3,4,0,0,5' - 1st Goal - Marllon (Cuiaba) - Shot,65,35,78,29,144,74,7,4,13,9
121,121.0,122.0,2024-12BotafogoBragantino,12,2024/06/26 19:00,Botafogo,Bragantino,2,1,7,4,2,3,0,0,6' - 1st Goal - Evangelista (Bragantino) - Shot,49,51,40,46,93,97,4,6,8,7
122,122.0,123.0,2024-12CruzeiroAthletico Paranaense,12,2024/06/26 19:00,Cruzeiro,Athletico Paranaense,2,0,7,12,2,2,0,0,15' - 1st Goal - Veron (Cruzeiro) - Shot,49,51,46,61,109,120,7,3,15,11
123,123.0,124.0,2024-11PalmeirasJuventude,11,2024/06/23 18:30,Palmeiras,Juventude,3,1,10,4,2,3,0,0,49' - 1st Goal - Lopez (Palmeiras) -,57,43,73,35,125,92,9,8,8,3
124,124.0,125.0,2024-11Atlético MineiroFortaleza EC,11,2024/06/23 18:30,Atlético Mineiro,Fortaleza EC,1,1,3,4,3,1,0,0,25' - 1st Goal - Breno (Fortaleza) - Shot,67,33,51,19,129,78,8,3,13,10
125,125.0,126.0,2024-11BragantinoVitória,11,2024/06/23 18:30,Bragantino,Vitória,2,1,6,7,3,2,0,0,17' - 1st Goal - Jean Mota (Vitoria) - Shot,64,36,62,40,129,68,6,5,10,5
126,126.0,127.0,2024-11EC BahiaCruzeiro,11,2024/06/23 16:00,EC Bahia,Cruzeiro,4,1,3,1,0,3,0,1,14' - 1st Goal - Veron (Cruzeiro) - Shot,64,36,61,23,149,77,6,1,8,6
127,127.0,128.0,2024-11FluminenseFlamengo,11,2024/06/23 16:00,Fluminense,Flamengo,0,1,2,6,2,3,1,0,86' - 1st Goal - Pedro (Flamengo) - Penalty,54,46,21,68,63,101,0,4,2,10
128,128.0,129.0,2024-11Athletico ParanaenseCorinthians,11,2024/06/23 16:00,Athletico Paranaense,Corinthians,1,1,11,2,2,1,0,0,45' - 1st Goal - Christian (Athletico Paranaense) - Header,54,46,51,26,92,63,7,6,13,9
129,129.0,130.0,2024-11Vasco da GamaSão Paulo,11,2024/06/22 21:30,Vasco da Gama,São Paulo,4,1,2,8,3,1,0,0,11' - 1st Goal - Andre Silva (Sao Paulo) - Header,40,60,34,66,102,109,7,2,7,8
130,130.0,131.0,2024-11Cuiabá ECAtlético GO,11,2024/06/22 18:30,Cuiabá EC,Atlético GO,0,0,5,4,2,1,0,0,,49,51,50,36,90,103,3,9,7,9
131,131.0,132.0,2024-11GrêmioInternacional,11,2024/06/22 17:30,Grêmio,Internacional,0,1,5,4,0,0,1,0,64' - 1st Goal - (Internacional) -,58,42,65,40,118,78,1,2,4,10
132,132.0,133.0,2024-11CriciúmaBotafogo,11,2024/06/22 16:00,Criciúma,Botafogo,2,1,4,7,4,3,0,0,10' - 1st Goal - Barreto (Criciuma) - Header,38,62,44,48,73,131,4,2,12,8
133,133.0,134.0,2024-10PalmeirasBragantino,10,2024/06/20 21:30,Palmeiras,Bragantino,2,1,10,3,0,2,0,0,21' - 1st Goal - Veiga (Palmeiras) - Shot,54,46,62,25,91,98,7,3,17,10
134,134.0,135.0,2024-10FlamengoEC Bahia,10,2024/06/20 20:00,Flamengo,EC Bahia,2,1,6,2,1,1,0,0,24' - 1st Goal - Gerson (Flamengo) - Shot,35,65,53,42,92,103,3,3,11,6
135,135.0,136.0,2024-10VitóriaAtlético Mineiro,10,2024/06/20 18:30,Vitória,Atlético Mineiro,4,2,2,4,2,2,0,0,8' - 1st Goal - Matheus Martins (Vitoria) - Shot,38,62,22,55,75,146,5,7,6,12
136,136.0,137.0,2024-10InternacionalCorinthians,10,2024/06/19 21:30,Internacional,Corinthians,1,0,3,7,1,2,0,0,42' - 1st Goal - Wesley (Internacional) - Shot,47,53,29,54,92,114,5,3,6,10
137,137.0,138.0,2024-10CruzeiroFluminense,10,2024/06/19 21:30,Cruzeiro,Fluminense,2,0,6,5,3,1,0,0,41' - 1st Goal - William (Cruzeiro) - Penalty,34,66,39,56,80,104,5,4,12,5
138,138.0,139.0,2024-10JuventudeVasco da Gama,10,2024/06/19 20:00,Juventude,Vasco da Gama,2,0,5,4,2,3,0,1,52' - 1st Goal - Lucas Barbosa (Juventude) - Shot,55,45,29,29,76,118,4,2,10,4
139,139.0,140.0,2024-10Fortaleza ECGrêmio,10,2024/06/19 20:00,Fortaleza EC,Grêmio,1,0,8,3,3,4,0,1,42' - 1st Goal - Lucero (Fortaleza) - Penalty,52,48,41,45,104,122,4,2,9,6
140,140.0,141.0,2024-10São PauloCuiabá EC,10,2024/06/19 20:00,São Paulo,Cuiabá EC,0,1,4,6,2,2,0,0,82' - 1st Goal - Eliel Chrytian (Cuiaba) - Shot,66,34,58,32,139,83,4,3,11,8
141,141.0,142.0,2024-10BotafogoAthletico Paranaense,10,2024/06/19 19:00,Botafogo,Athletico Paranaense,1,1,5,9,0,5,0,0,53' - 1st Goal - Mastriani (Athletico Paranaense) - Shot,62,38,47,49,129,84,1,6,7,10
142,142.0,143.0,2024-10Atlético GOCriciúma,10,2024/06/19 19:00,Atlético GO,Criciúma,1,2,5,1,1,1,1,0,11' - 1st Goal - Guilherme Romao (Atletico GO) - Shot,50,50,47,40,105,94,1,7,11,11
143,143.0,144.0,2024-9Atlético MineiroPalmeiras,9,2024/06/17 20:30,Atlético Mineiro,Palmeiras,0,4,3,6,4,3,1,0,25' - 1st Goal - Moreno (Palmeiras) - Shot,52,48,28,40,81,98,3,9,8,13
144,144.0,145.0,2024-9Vasco da GamaCruzeiro,9,2024/06/16 18:30,Vasco da Gama,Cruzeiro,0,0,5,5,2,4,0,0,,51,49,46,22,112,89,4,2,10,6
145,145.0,146.0,2024-9GrêmioBotafogo,9,2024/06/16 18:30,Grêmio,Botafogo,1,2,7,4,3,3,0,0,10' - 1st Goal - Cuiabano (Botafogo) - Shot,47,53,65,33,105,127,4,5,11,9
146,146.0,147.0,2024-9CriciúmaEC Bahia,9,2024/06/16 18:30,Criciúma,EC Bahia,2,2,6,7,3,1,1,0,34' - 1st Goal - Marcelo Hermes (Criciuma) - Free Kick,44,56,38,51,83,91,5,6,12,15
147,147.0,148.0,2024-9Cuiabá ECFortaleza EC,9,2024/06/16 18:30,Cuiabá EC,Fortaleza EC,5,0,5,1,1,3,0,2,3' - 1st Goal - Clayson (Cuiaba) - Shot,53,47,60,20,98,78,13,0,8,2
148,148.0,149.0,2024-9CorinthiansSão Paulo,9,2024/06/16 16:00,Corinthians,São Paulo,2,2,9,5,3,3,1,0,4' - 1st Goal - Lucas Moura (Sao Paulo) - Shot,68,32,41,37,85,99,8,8,8,5
149,149.0,150.0,2024-9Athletico ParanaenseFlamengo,9,2024/06/16 16:00,Athletico Paranaense,Flamengo,1,1,5,9,4,3,0,0,90+2' - 1st Goal - Fernandinho (Athletico Paranaense) - Penalty,52,48,38,45,82,103,3,6,11,3
150,150.0,151.0,2024-9VitóriaInternacional,9,2024/06/16 16:00,Vitória,Internacional,2,1,4,2,1,5,0,0,8' - 1st Goal - Willian (Vitoria) - Shot,45,55,35,49,85,126,4,5,7,10
151,151.0,152.0,2024-9FluminenseAtlético GO,9,2024/06/15 21:00,Fluminense,Atlético GO,1,2,3,3,3,1,0,0,41' - 1st Goal - Ganso (Fluminense) - Shot,56,44,39,47,109,105,5,7,4,10
152,152.0,153.0,2024-9BragantinoJuventude,9,2024/06/15 18:30,Bragantino,Juventude,2,1,1,1,3,4,0,5,2' - 1st Goal - Helinho (Bragantino) - Shot,36,64,39,46,88,91,2,6,4,8
153,153.0,154.0,2024-8EC BahiaFortaleza EC,8,2024/06/13 21:30,EC Bahia,Fortaleza EC,1,0,5,9,6,2,0,0,80' - 1st Goal - Jean Lucas (Bahia) - Header,54,46,75,54,101,88,3,6,9,15
154,154.0,155.0,2024-8PalmeirasVasco da Gama,8,2024/06/13 21:30,Palmeiras,Vasco da Gama,2,0,10,6,1,2,0,0,26' - 1st Goal - Piquerez (Palmeiras) - Shot,58,42,65,33,100,110,6,2,22,7
155,155.0,156.0,2024-8InternacionalSão Paulo,8,2024/06/13 20:00,Internacional,São Paulo,0,0,5,3,5,4,0,0,,52,48,60,19,110,67,0,4,7,5
156,156.0,157.0,2024-8FlamengoGrêmio,8,2024/06/13 20:00,Flamengo,Grêmio,2,1,4,6,1,4,0,0,42' - 1st Goal - Luiz Araujo (Flamengo) - Shot,42,58,46,63,91,125,6,5,10,10
157,157.0,158.0,2024-8Athletico ParanaenseCriciúma,8,2024/06/13 20:00,Athletico Paranaense,Criciúma,3,1,5,3,0,1,0,0,9' - 1st Goal - Barreto (Criciuma) - Shot,57,43,56,18,128,88,7,4,16,8
158,158.0,159.0,2024-8CruzeiroCuiabá EC,8,2024/06/13 19:00,Cruzeiro,Cuiabá EC,2,1,6,4,3,2,0,0,45+1' - 1st Goal - Matheus Pereira (Cruzeiro) - Header,51,49,66,69,107,87,6,5,6,11
159,159.0,160.0,2024-8BragantinoAtlético Mineiro,8,2024/06/11 21:30,Bragantino,Atlético Mineiro,1,2,8,5,5,5,1,1,25' - 1st Goal - Evangelista (Bragantino) - Shot,55,45,42,35,108,72,5,4,10,6
160,160.0,161.0,2024-8BotafogoFluminense,8,2024/06/11 20:00,Botafogo,Fluminense,1,0,14,2,3,3,0,0,66' - 1st Goal - Bastos (Botafogo) - Header,44,56,31,26,78,78,6,0,13,6
161,161.0,162.0,2024-8Atlético GOCorinthians,8,2024/06/11 19:00,Atlético GO,Corinthians,2,2,3,4,2,4,0,1,15' - 1st Goal - Yuri Alberto (Corinthians) - Shot (Assist: Caca),72,28,101,21,134,34,7,3,15,4
162,162.0,163.0,2024-8JuventudeVitória,8,2024/06/11 19:00,Juventude,Vitória,1,1,5,4,3,4,0,0,34' - 1st Goal - Rodrigo Sam (Juventude) - Header,58,42,46,32,103,89,2,3,10,15
163,163.0,164.0,2024-6CriciúmaCuiabá EC,6,2024/06/09 16:00,Criciúma,Cuiabá EC,2,5,6,2,4,5,1,0,16' - 1st Goal - Pitta (Cuiaba) - Shot (Assist: Cafu),61,39,64,41,113,59,8,7,14,6
164,164.0,165.0,2024-2Cuiabá ECVitória,2,2024/06/05 20:00,Cuiabá EC,Vitória,0,0,4,3,3,4,0,0,,54,46,45,46,117,100,0,4,11,9
165,165.0,166.0,2024-5JuventudeAtlético GO,5,2024/06/05 19:00,Juventude,Atlético GO,1,0,4,7,1,3,2,0,38' - 1st Goal - Lucas Barbosa (Juventude) - Shot,42,58,37,46,82,119,2,5,6,17
166,166.0,167.0,2024-7São PauloCruzeiro,7,2024/06/02 18:30,São Paulo,Cruzeiro,2,0,4,2,2,2,0,1,5' - 1st Goal - Lucas Moura (Sao Paulo) - Shot (Assist: Franco),55,45,45,22,97,99,4,3,7,7
167,167.0,168.0,2024-7Fortaleza ECAthletico Paranaense,7,2024/06/02 18:30,Fortaleza EC,Athletico Paranaense,1,0,2,4,2,4,0,0,45' - 1st Goal - Kuscevic (Fortaleza) - Header,52,48,30,46,103,98,4,2,7,11
168,168.0,169.0,2024-7Vasco da GamaFlamengo,7,2024/06/02 16:00,Vasco da Gama,Flamengo,1,6,1,8,2,0,1,0,9' - 1st Goal - Vegetti (Vasco da Gama) - Shot,27,73,19,64,56,132,2,18,0,12
169,169.0,170.0,2024-7CriciúmaPalmeiras,7,2024/06/02 16:00,Criciúma,Palmeiras,1,2,4,6,7,3,0,0,67' - 1st Goal - Gomez (Palmeiras) - Penalty,39,61,39,62,62,118,4,5,8,18
170,170.0,171.0,2024-7Atlético MineiroEC Bahia,7,2024/06/02 16:00,Atlético Mineiro,EC Bahia,1,1,5,4,5,4,0,0,62' - 1st Goal - Hulk (Atletico Mineiro) - Free Kick,64,36,49,31,127,78,4,2,16,7
171,171.0,172.0,2024-7CorinthiansBotafogo,7,2024/06/01 21:00,Corinthians,Botafogo,0,1,2,5,2,4,0,0,59' - 1st Goal - Junior Santos (Botafogo) - Shot,53,47,51,38,116,97,7,2,9,7
172,172.0,173.0,2024-7Cuiabá ECInternacional,7,2024/06/01 18:30,Cuiabá EC,Internacional,0,1,0,2,4,4,0,0,69' - 1st Goal - Hugo Mallo (Internacional) - Shot,36,64,26,45,75,117,3,3,5,6
173,173.0,174.0,2024-7FluminenseJuventude,7,2024/06/01 18:30,Fluminense,Juventude,1,1,5,3,2,3,0,1,42' - 1st Goal - Marcelo (Fluminense) - Penalty,62,38,59,32,105,66,4,3,15,9
174,174.0,175.0,2024-7VitóriaAtlético GO,7,2024/06/01 16:00,Vitória,Atlético GO,0,2,3,4,2,2,2,0,42' - 1st Goal - Vagner Love (Atletico GO) - Shot,34,66,25,41,81,126,3,5,9,7
175,175.0,176.0,2024-7GrêmioBragantino,7,2024/06/01 16:00,Grêmio,Bragantino,0,2,6,0,4,2,0,0,3' - 1st Goal - Eric (Bragantino) - Shot,44,56,52,26,110,110,1,4,8,10
176,176.0,177.0,2024-6São PauloFluminense,6,2024/05/13 20:00,São Paulo,Fluminense,2,1,7,4,5,3,0,0,29' - 1st Goal - Igor Vinicius (Fluminense) - Own Goal,50,50,51,42,81,104,8,3,7,5
177,177.0,178.0,2024-6Vasco da GamaVitória,6,2024/05/12 18:30,Vasco da Gama,Vitória,2,1,4,4,5,2,0,1,50' - 1st Goal - Maicon (Vasco da Gama) - Header,57,43,46,55,130,103,8,5,9,8
178,178.0,179.0,2024-6EC BahiaBragantino,6,2024/05/12 18:30,EC Bahia,Bragantino,1,0,6,7,2,3,0,0,37' - 1st Goal - Thaciano (Bahia) - Shot (Assist: Cauly),50,50,44,38,76,110,3,5,5,10
179,179.0,180.0,2024-6PalmeirasAthletico Paranaense,6,2024/05/12 16:00,Palmeiras,Athletico Paranaense,0,2,9,6,4,5,0,1,45+9' - 1st Goal - Pablo (Athletico Paranaense) - Free Kick,63,37,36,25,119,73,6,6,17,5
180,180.0,181.0,2024-6Atlético GOCruzeiro,6,2024/05/12 16:00,Atlético GO,Cruzeiro,0,1,5,5,1,2,0,0,81' - 1st Goal - Matheus Pereira (Cruzeiro) - Shot,46,54,48,38,104,97,3,4,12,7
181,181.0,182.0,2024-6Fortaleza ECBotafogo,6,2024/05/12 16:00,Fortaleza EC,Botafogo,1,1,6,5,3,6,0,0,10' - 1st Goal - Pochettino (Fortaleza) - Shot (Assist: Breno),43,57,28,29,108,95,4,5,6,6
182,182.0,183.0,2024-6FlamengoCorinthians,6,2024/05/11 16:00,Flamengo,Corinthians,2,0,13,6,1,1,0,0,20' - 1st Goal - Pedro (Flamengo) - Shot,58,42,70,37,115,78,9,3,9,9
183,183.0,184.0,2024-5Cuiabá ECPalmeiras,5,2024/05/05 18:30,Cuiabá EC,Palmeiras,0,2,6,6,2,3,0,0,45+1' - 1st Goal - Lazaro (Palmeiras) - Header,45,55,27,57,78,113,1,6,8,9
184,184.0,185.0,2024-5BotafogoEC Bahia,5,2024/05/05 18:30,Botafogo,EC Bahia,1,2,5,1,2,2,0,0,45+3' - 1st Goal - Everaldo (Bahia) - Penalty,55,45,61,28,124,75,5,4,11,6
185,185.0,186.0,2024-5Athletico ParanaenseVasco da Gama,5,2024/05/05 16:00,Athletico Paranaense,Vasco da Gama,1,0,6,5,1,0,0,1,26' - 1st Goal - Erick (Athletico Paranaense) - Shot,56,44,66,26,103,96,7,1,19,6
186,186.0,187.0,2024-5VitóriaSão Paulo,5,2024/05/05 16:00,Vitória,São Paulo,1,3,3,8,3,4,1,0,45' - 1st Goal - Luciano (Sao Paulo) - Header,33,67,29,40,61,100,2,3,4,17
187,187.0,188.0,2024-5CorinthiansFortaleza EC,5,2024/05/04 21:00,Corinthians,Fortaleza EC,0,0,9,5,1,6,0,0,,65,35,79,65,127,104,9,1,9,11
188,188.0,189.0,2024-5BragantinoFlamengo,5,2024/05/04 18:30,Bragantino,Flamengo,1,1,8,4,2,2,0,0,30' - 1st Goal - Pedro Henrique (Bragantino) - Header,43,57,64,59,100,84,2,6,15,13
189,189.0,190.0,2024-5FluminenseAtlético Mineiro,5,2024/05/04 16:00,Fluminense,Atlético Mineiro,2,2,4,11,4,2,0,0,4' - 1st Goal - Cano (Fluminense) - Shot,43,57,18,41,98,113,5,7,5,12
190,190.0,191.0,2024-4São PauloPalmeiras,4,2024/04/29 20:00,São Paulo,Palmeiras,0,0,6,4,4,3,0,0,,53,47,29,29,93,102,1,3,16,6
191,191.0,192.0,2024-4InternacionalAtlético GO,4,2024/04/28 20:00,Internacional,Atlético GO,1,1,13,0,0,4,1,5,50' - 1st Goal - Derek (Atletico GO) - Shot,72,28,91,17,164,78,5,2,17,2
192,192.0,193.0,2024-4JuventudeAthletico Paranaense,4,2024/04/28 18:30,Juventude,Athletico Paranaense,1,1,4,6,2,2,0,0,8' - 1st Goal - Erick (Juventude) - Shot (Assist: Lucas Barbosa),55,45,47,42,82,114,5,6,10,9
193,193.0,194.0,2024-4Fortaleza ECBragantino,4,2024/04/28 18:30,Fortaleza EC,Bragantino,1,1,12,6,1,1,0,0,9' - 1st Goal - Andrade (Fortaleza) - Shot,44,56,52,36,84,134,5,4,17,6
194,194.0,195.0,2024-4CorinthiansFluminense,4,2024/04/28 16:00,Corinthians,Fluminense,3,0,6,8,4,2,0,0,40' - 1st Goal - Wesley (Corinthians) - Shot,31,69,23,50,79,93,7,2,10,11
195,195.0,196.0,2024-4CruzeiroVitória,4,2024/04/28 16:00,Cruzeiro,Vitória,3,1,10,4,2,0,0,0,50' - 1st Goal - Matheus Pereira (Cruzeiro) - Shot,54,46,57,26,109,94,6,2,9,6
196,196.0,197.0,2024-4FlamengoBotafogo,4,2024/04/28 11:00,Flamengo,Botafogo,0,2,8,3,1,4,0,0,53' - 1st Goal - Luiz Henrique (Botafogo) - Shot,60,40,69,24,113,77,0,3,14,6
197,197.0,198.0,2024-4EC BahiaGrêmio,4,2024/04/27 21:00,EC Bahia,Grêmio,1,0,4,0,2,4,0,0,17' - 1st Goal - Everaldo (Bahia) - Shot,60,40,49,20,146,100,4,2,10,1
198,198.0,199.0,2024-4Cuiabá ECAtlético Mineiro,4,2024/04/27 18:30,Cuiabá EC,Atlético Mineiro,0,3,3,10,4,4,0,1,28' - 1st Goal - Vargas (Atletico Mineiro) - Header (Assist: Paulinho),32,68,16,61,66,119,1,5,3,8
199,199.0,200.0,2024-4Vasco da GamaCriciúma,4,2024/04/27 16:00,Vasco da Gama,Criciúma,0,4,5,4,1,0,0,0,32' - 1st Goal - Fellipe Mateus (Criciuma) - Shot (Assist: Bolasie),58,42,48,31,131,67,5,10,15,7
200,200.0,201.0,2024-3BotafogoJuventude,3,2024/04/21 18:30,Botafogo,Juventude,5,1,5,4,3,3,0,1,4' - 1st Goal - Junior Santos (Botafogo) - Shot,55,45,36,37,100,88,6,1,7,11
201,201.0,202.0,2024-3Atlético GOSão Paulo,3,2024/04/21 18:30,Atlético GO,São Paulo,0,3,4,3,4,0,2,0,14' - 1st Goal - Calleri (Sao Paulo) - Header,34,66,35,63,76,124,1,7,8,12
202,202.0,203.0,2024-3PalmeirasFlamengo,3,2024/04/21 16:00,Palmeiras,Flamengo,0,0,6,5,5,4,0,0,,48,52,27,30,94,87,1,3,10,5
203,203.0,204.0,2024-3Athletico ParanaenseInternacional,3,2024/04/21 16:00,Athletico Paranaense,Internacional,1,0,5,3,4,5,1,0,71' - 1st Goal - Canobbio (Athletico Paranaense) - Shot,46,54,15,7,29,40,1,1,5,6
204,204.0,205.0,2024-3VitóriaEC Bahia,3,2024/04/21 16:00,Vitória,EC Bahia,2,2,2,7,3,3,0,0,20' - 1st Goal - Matheus Martins (Vitoria) - Shot,43,57,22,43,77,105,8,6,5,12
205,205.0,206.0,2024-3Atlético MineiroCruzeiro,3,2024/04/20 21:00,Atlético Mineiro,Cruzeiro,3,0,4,4,2,2,1,3,25' - 1st Goal - Zaracho (Atletico Mineiro) - Shot,58,42,39,42,90,105,4,3,5,7
206,206.0,207.0,2024-3BragantinoCorinthians,3,2024/04/20 18:30,Bragantino,Corinthians,1,0,3,4,4,2,0,0,5' - 1st Goal - Vitinho (Bragantino) - Shot (Assist: Bruninho),35,65,24,47,98,103,3,4,7,10
207,207.0,208.0,2024-3GrêmioCuiabá EC,3,2024/04/20 18:30,Grêmio,Cuiabá EC,1,0,3,4,3,2,0,0,44' - 1st Goal - Cristaldo (Gremio) - Shot (Assist: Soteldo),57,43,71,40,125,88,4,3,3,10
208,208.0,209.0,2024-3FluminenseVasco da Gama,3,2024/04/20 16:00,Fluminense,Vasco da Gama,2,1,2,7,4,5,0,0,10' - 1st Goal - Ganso (Fluminense) - Header,58,42,48,40,123,79,8,5,3,16
209,209.0,210.0,2024-2BotafogoAtlético GO,2,2024/04/18 21:30,Botafogo,Atlético GO,1,0,8,8,3,4,0,0,32' - 1st Goal - Ponte (Botafogo) - Shot,53,47,48,53,90,99,4,3,9,9
210,210.0,211.0,2024-2FlamengoSão Paulo,2,2024/04/17 21:30,Flamengo,São Paulo,2,1,9,1,1,3,0,0,20' - 1st Goal - Luiz Araujo (Flamengo) - Shot,46,54,38,24,89,100,6,3,6,7
211,211.0,212.0,2024-2PalmeirasInternacional,2,2024/04/17 20:00,Palmeiras,Internacional,0,1,6,2,2,4,0,0,45' - 1st Goal - Wesley (Internacional) - Shot,68,32,37,26,77,72,3,2,15,3
212,212.0,213.0,2024-2JuventudeCorinthians,2,2024/04/17 20:00,Juventude,Corinthians,2,0,6,7,2,1,1,0,53' - 1st Goal - Jean Carlos (Juventude) - Shot,45,55,27,45,81,127,8,2,8,15
213,213.0,214.0,2024-2Atlético MineiroCriciúma,2,2024/04/17 20:00,Atlético Mineiro,Criciúma,1,1,9,2,2,4,0,0,40' - 1st Goal - Gustavo Scarpa (Atletico Mineiro) - Shot (Assist: Hulk),68,32,70,33,139,88,6,1,16,4
214,214.0,215.0,2024-2Fortaleza ECCruzeiro,2,2024/04/17 20:00,Fortaleza EC,Cruzeiro,1,1,7,5,2,2,0,1,19' - 1st Goal - Hercules (Fortaleza) - Shot,39,61,38,45,87,97,3,6,11,8
215,215.0,216.0,2024-2BragantinoVasco da Gama,2,2024/04/17 19:00,Bragantino,Vasco da Gama,2,1,4,6,2,1,0,0,7' - 1st Goal - Laquintana (Bragantino) - Shot,40,60,54,41,97,101,5,3,12,10
216,216.0,217.0,2024-2GrêmioAthletico Paranaense,2,2024/04/17 19:00,Grêmio,Athletico Paranaense,2,0,9,2,1,3,0,0,19' - 1st Goal - Cristaldo (Gremio) - Shot (Assist: Pavon),48,52,44,45,95,117,7,0,7,4
217,217.0,218.0,2024-2EC BahiaFluminense,2,2024/04/16 21:30,EC Bahia,Fluminense,2,1,4,3,4,5,0,0,4' - 1st Goal - Cano (Fluminense) - Shot (Assist: Arias),40,60,60,35,89,94,5,3,7,6
218,218.0,219.0,2024-1VitóriaPalmeiras,1,2024/04/14 18:30,Vitória,Palmeiras,0,1,3,9,3,5,0,0,20' - 1st Goal - Rios (Palmeiras) - Shot,57,43,37,42,91,91,5,4,7,12
219,219.0,220.0,2024-1CruzeiroBotafogo,1,2024/04/14 17:00,Cruzeiro,Botafogo,3,2,6,3,4,3,0,1,5' - 1st Goal - Tiquinho Soares (Botafogo) - Shot,56,44,55,25,101,70,6,3,10,3
220,220.0,221.0,2024-1CorinthiansAtlético Mineiro,1,2024/04/14 16:00,Corinthians,Atlético Mineiro,0,0,3,3,7,5,0,1,,49,51,38,26,71,61,1,3,12,5
221,221.0,222.0,2024-1Vasco da GamaGrêmio,1,2024/04/14 16:00,Vasco da Gama,Grêmio,2,1,3,5,4,1,0,0,25' - 1st Goal - David (Vasco da Gama) - Shot,47,53,52,42,96,116,3,2,13,7
222,222.0,223.0,2024-1Atlético GOFlamengo,1,2024/04/14 16:00,Atlético GO,Flamengo,1,2,4,4,4,3,2,0,45+6' - 1st Goal - De la Cruz (Flamengo) - Free Kick,32,68,31,48,69,99,4,2,7,13
223,223.0,224.0,2024-1Athletico ParanaenseCuiabá EC,1,2024/04/14 16:00,Athletico Paranaense,Cuiabá EC,4,0,7,0,0,3,0,0,23' - 1st Goal - Pablo (Athletico Paranaense) - Header,62,38,68,15,144,64,9,0,11,1
224,224.0,225.0,2024-1FluminenseBragantino,1,2024/04/13 21:00,Fluminense,Bragantino,2,2,13,6,2,4,0,0,45+4' - 1st Goal - Lima (Fluminense) - Header,69,31,75,46,86,72,11,8,16,8
225,225.0,226.0,2024-1São PauloFortaleza EC,1,2024/04/13 21:00,São Paulo,Fortaleza EC,1,2,11,4,1,3,0,0,66' - 1st Goal - Lucero (Fortaleza) - Shot,72,28,67,28,170,66,6,2,9,4
226,226.0,227.0,2024-1CriciúmaJuventude,1,2024/04/13 18:30,Criciúma,Juventude,1,1,0,4,4,6,0,0,36' - 1st Goal - Kayzer (Criciuma) - Shot,47,53,27,65,96,113,3,4,7,11
227,227.0,228.0,2024-1InternacionalEC Bahia,1,2024/04/13 18:30,Internacional,EC Bahia,2,1,6,3,5,3,0,0,70' - 1st Goal - Gabriel Teixeira (Bahia) - Shot,52,48,49,31,119,83,8,4,9,4
228,228.0,229.0,2023-38São PauloFlamengo,38,2023/12/06 22:30,São Paulo,Flamengo,1,0,4,9,0,3,0,0,26' - 1st Goal - Luciano (Sao Paulo) - Shot,43,57,26,49,73,112,3,2,6,8
229,229.0,230.0,2023-38InternacionalBotafogo,38,2023/12/06 22:30,Internacional,Botafogo,3,1,1,5,1,2,0,0,19' - 1st Goal - Valencia (Internacional) - Shot,54,46,21,31,104,120,3,5,4,4
230,230.0,231.0,2023-38SantosFortaleza EC,38,2023/12/06 22:30,Santos,Fortaleza EC,1,2,10,6,2,2,0,0,39' - 1st Goal - Marinho (Fortaleza) - Shot,54,46,72,32,112,81,6,7,9,7
231,231.0,232.0,2023-38CruzeiroPalmeiras,38,2023/12/06 22:30,Cruzeiro,Palmeiras,1,1,3,4,1,1,0,0,21' - 1st Goal - Endrick (Palmeiras) - Shot,56,44,38,26,116,60,6,5,8,3
232,232.0,233.0,2023-38FluminenseGrêmio,38,2023/12/06 22:30,Fluminense,Grêmio,2,3,7,3,3,3,0,0,34' - 1st Goal - Arias (Fluminense) - Penalty,70,30,76,27,146,68,7,5,16,7
233,233.0,234.0,2023-38EC BahiaAtlético Mineiro,38,2023/12/06 22:30,EC Bahia,Atlético Mineiro,4,1,3,5,2,2,0,0,11' - 1st Goal - Cauly (Bahia) - Shot,35,65,45,26,81,111,6,5,9,2
